3403	46.0	67.0	FJK	FJK
4337	46.0	39.0	F	F
3319	47.0	43.0	FJK	FJK
3963	47.0	47.0	FJK	FJK
3179	48.0	144.0	FJ	FJ
3777	48.0	1840.0	FJK	FJK
3800	48.0	48.0	FJK	FJK
3969	48.0	48.0	FJK	FJK
4449	48.0	40.0	FJK	FJK
4550	48.0	14.0	FJK	FJK
3887	49.0	49.0	FJK	FJK
4098	49.0	46.0	F	F
4179	49.0	8.0	F	F
4561	49.0	49.0	FJK	FJK
3160	50.0	50.0	FJK	FJK
3200	50.0	30.0	FJK	FJK
3265	50.0	50.0	FJK	FJK
3333	50.0	50.0	FJK	FJK
3562	51.0	24.0	FJK	FJK
3774	51.0	54.0	FJK	FJK
4553	51.0	47.0	F	F
3867	52.0	312.0	FJK	FJK
4111	52.0	96.0	F	F
3154	54.0	75.0	FJK	FJK
3238	54.0	12.0	FJK	FJK
3291	54.0	102.0	FJK	FJK
3479	54.0	42.0	FJK	FJK
3645	54.0	54.0	F	F
3466	55.0	77.0	FJK	FJK
3768	55.0	55.0	FJK	FJK
3797	55.0	60.0	F	F
4085	55.0	51.0	F	F
4232	55.0	54.0	F	F
4343	55.0	40.0	F	F
3314	56.0	56.0	FJK	FJK
3454	56.0	42.0	FJK	FJK
3848	56.0	84.0	FJK	FJK
4194	56.0	40.0	F	F
4066	57.0	49.0	F	F
4182	57.0	60.0	F	F
3075	59.0	83.0	FJK	FJK
3266	59.0	131.0	FJK	FJK
3672	59.0	59.0	F	F
4156	59.0	65.0	F	F
4193	59.0	66.0	F	F
4259	59.0	164.0	H	H
3332	60.0	60.0	FJK	FJK
3383	60.0	108.0	FJK	FJK
3878	60.0	52.0	F	F
3972	60.0	12.0	FJ	FJ
4160	60.0	38.0	F	F
3561	61.0	45.0	FJK	FJK
4058	61.0	50.0	F	F
3704	62.0	48.0	F	F
3846	62.0	36.0	FJ	FJ
4225	62.0	62.0	F	F
4168	63.0	11.0	F	F
3594	64.0	51.0	F	F
4147	64.0	72.0	F	F
4290	64.0	54.0	FJK	FJK
3884	65.0	70.0	F	F
4063	65.0	51.0	F	F
4276	65.0	51.0	F	F
4423	65.0	98.0	FJK	FJK
3064	66.0	118.0	FJK	FJK
3177	66.0	66.0	FJK	FJK
4172	66.0	8.0	F	F
3733	67.0	67.0	N	N
3105	68.0	241.0	H	H
3459	68.0	67.0	F	F
3606	68.0	74.0	F	F
3636	68.0	74.0	F	F
3002	69.0	50.0	FJK	FJK
3552	69.0	52.0	F	F
3428	70.0	1868.0	F	F
4206	71.0	47.0	F	F
3111	72.0	72.0	FJK	FJK
3264	72.0	72.0	FJK	FJK
3354	72.0	60.0	FJ	FJ
3377	72.0	66.0	FJK	FJK
3417	72.0	72.0	FJ	FJ
3473	72.0	60.0	FJ	FJ
4481	72.0	72.0	FJK	FJK
3580	73.0	73.0	F	F
3882	73.0	73.0	FJK	FJK
4554	73.0	45.0	F	F
3192	74.0	18.0	FJK	FJK
4204	74.0	51.0	F	F
4352	74.0	57.0	F	F
4178	75.0	75.0	F	F
3211	76.0	71.0	FJK	FJK
3267	76.0	36.0	FJK	FJK
3359	76.0	77.0	F	F
3146	77.0	63.0	FJK	FJK
4527	77.0	127.0	FJK	FJK
4086	78.0	78.0	F	F
4207	78.0	75.0	F	F
4619	78.0	58.0	FJK	FJK
3193	80.0	1328.0	FJ	FJ
3209	80.0	80.0	FJ	FJ
3362	80.0	59.0	FJ	FJ
3367	80.0	64.0	FJK	FJK
3610	80.0	52.0	F	F
3611	80.0	52.0	F	F
3699	81.0	56.0	F	F
3342	82.0	24.0	CELR	CELR
3886	82.0	82.0	F	F
4209	82.0	100.0	F	F
4326	83.0	136.0	FJK	FJK
3196	84.0	84.0	FJK	FJK
3472	84.0	406.0	FJK	FJK
3596	84.0	14.0	F	F
3904	84.0	61.0	FJK	FJK
3909	84.0	66.0	FJK	FJK
4545	84.0	84.0	FJK	FJK
4075	85.0	71.0	F	F
4615	86.0	82.0	F	F
3343	88.0	99.0	FJK	FJK
4009	89.0	89.0	F	F
4176	89.0	24.0	F	F
3288	90.0	25.0	FJK	FJK
3778	90.0	181.0	FJK	FJK
3785	90.0	12.0	FJK	FJK
3795	90.0	81.0	FJK	FJK
3893	90.0	320.0	FJK	FJK
3005	91.0	63.0	FJK	FJK
3161	91.0	48.0	FJK	FJK
3827	91.0	58.0	F	F
4230	92.0	95.0	F	F
4595	92.0	28.0	FJK	FJK
3471	93.0	186.0	FJK	FJK
4244	93.0	107.0	F	F
4062	94.0	60.0	F	F
4252	94.0	66.0	F	F
3783	95.0	95.0	FJK	FJK
3962	95.0	75.0	FJK	FJK
4433	95.0	78.0	FJK	FJK
3315	96.0	96.0	FJK	FJK
4316	96.0	82.0	FJK	FJK
4472	96.0	314.0	F	F
4509	96.0	66.0	FJK	FJK
4610	96.0	72.0	FJK	FJK
3032	97.0	76.0	FJK	FJK
3195	98.0	49.0	FJ	FJ
3226	98.0	84.0	F	F
3317	99.0	99.0	FJK	FJK
3455	99.0	99.0	FJK	FJK
4464	100.0	76.0	FJK	FJK
4313	101.0	100.0	FJK	FJK
3116	102.0	63.0	F	F
3872	102.0	73.0	FJK	FJK
4417	103.0	79.0	FJK	FJK
3549	104.0	102.0	F	F
3908	104.0	80.0	FJK	FJK
3982	105.0	88.0	F	F
3995	105.0	110.0	F	F
3325	108.0	198.0	FJK	FJK
3966	108.0	78.0	FJK	FJK
3202	109.0	64.0	FJK	FJK
4300	110.0	670.0	FJK	FJK
3173	112.0	266.0	FJ	FJ
3416	112.0	120.0	FJK	FJK
3491	112.0	100.0	FJK	FJK
4526	112.0	43.0	FJK	FJK
4490	113.0	153.0	FJK	FJK
3621	114.0	114.0	F	F
